memid,facid,no_of_slots_booked,starttime
0,4,4,02-09-2012 13:30:00
20,4,2,02-09-2012 15:30:00
8,4,2,02-09-2012 16:30:00
14,4,2,02-09-2012 17:30:00
0,4,2,02-09-2012 18:30:00
0,5,2,02-09-2012 09:30:00
0,5,2,02-09-2012 11:30:00
0,6,4,02-09-2012 08:30:00
0,6,2,02-09-2012 11:00:00
10,6,2,02-09-2012 14:00:00
0,6,4,02-09-2012 15:00:00
0,6,2,02-09-2012 17:30:00
0,6,2,02-09-2012 19:00:00
17,7,2,02-09-2012 08:30:00
2,7,2,02-09-2012 10:30:00
22,7,2,02-09-2012 11:30:00
7,7,2,02-09-2012 13:00:00
8,7,2,02-09-2012 14:30:00
2,7,2,02-09-2012 16:30:00
2,7,2,02-09-2012 18:30:00
20,8,1,02-09-2012 08:00:00
3,8,1,02-09-2012 08:30:00
16,8,2,02-09-2012 09:30:00
3,8,1,02-09-2012 10:30:00
3,8,1,02-09-2012 11:30:00
7,8,1,02-09-2012 12:30:00
16,8,1,02-09-2012 13:00:00
16,8,1,02-09-2012 16:00:00
3,8,1,02-09-2012 17:30:00
21,8,1,02-09-2012 18:30:00
3,8,1,02-09-2012 19:00:00
16,8,1,02-09-2012 20:00:00
0,0,6,03-09-2012 08:00:00
11,0,6,03-09-2012 11:00:00
14,0,3,03-09-2012 14:00:00
0,0,3,03-09-2012 15:30:00
16,0,3,03-09-2012 18:00:00
12,1,3,03-09-2012 08:00:00
0,1,6,03-09-2012 10:00:00
0,1,3,03-09-2012 13:30:00
8,1,6,03-09-2012 15:00:00
11,1,3,03-09-2012 18:00:00
21,2,3,03-09-2012 08:30:00
12,2,3,03-09-2012 10:00:00
9,2,3,03-09-2012 12:30:00
17,2,3,03-09-2012 14:00:00
0,2,3,03-09-2012 19:00:00
22,3,2,03-09-2012 09:30:00
21,3,2,03-09-2012 11:30:00
13,3,2,03-09-2012 12:30:00
20,3,4,03-09-2012 13:30:00
17,3,2,03-09-2012 17:30:00
20,3,2,03-09-2012 19:00:00
0,4,2,03-09-2012 08:00:00
8,4,2,03-09-2012 09:30:00
0,4,4,03-09-2012 11:00:00
8,4,2,03-09-2012 13:00:00
0,4,2,03-09-2012 15:00:00
3,4,2,03-09-2012 16:00:00
0,4,2,03-09-2012 17:00:00
14,4,2,03-09-2012 19:00:00
10,5,2,03-09-2012 11:30:00
6,6,2,03-09-2012 11:00:00
0,6,2,03-09-2012 12:00:00
0,6,4,03-09-2012 13:30:00
6,6,4,03-09-2012 16:00:00
12,6,2,03-09-2012 18:30:00
0,6,2,03-09-2012 19:30:00
15,7,2,03-09-2012 09:30:00
4,7,4,03-09-2012 12:00:00
15,7,2,03-09-2012 15:00:00
15,7,2,03-09-2012 17:00:00
1,7,2,03-09-2012 18:00:00
7,7,2,03-09-2012 19:00:00
2,8,1,03-09-2012 08:00:00
7,8,1,03-09-2012 08:30:00
16,8,1,03-09-2012 10:00:00
1,8,1,03-09-2012 10:30:00
0,8,1,03-09-2012 11:30:00
3,8,1,03-09-2012 13:00:00
21,8,1,03-09-2012 14:00:00
3,8,1,03-09-2012 15:00:00
21,8,1,03-09-2012 15:30:00
21,8,1,03-09-2012 17:00:00
16,8,1,03-09-2012 17:30:00
20,8,1,03-09-2012 18:30:00
21,8,1,03-09-2012 20:00:00
11,0,3,04-09-2012 08:30:00
0,0,3,04-09-2012 10:00:00
10,0,3,04-09-2012 11:30:00
0,0,3,04-09-2012 13:30:00
5,0,3,04-09-2012 15:00:00
0,0,3,04-09-2012 16:30:00
0,1,3,04-09-2012 10:00:00
8,1,3,04-09-2012 12:00:00
0,1,3,04-09-2012 14:00:00
0,1,3,04-09-2012 16:00:00
9,1,3,04-09-2012 17:30:00
24,1,3,04-09-2012 19:00:00
21,2,3,04-09-2012 08:00:00
14,2,3,04-09-2012 09:30:00
15,2,3,04-09-2012 11:00:00
0,2,3,04-09-2012 12:30:00
0,2,3,04-09-2012 15:00:00
5,2,3,04-09-2012 16:30:00
2,2,3,04-09-2012 18:00:00
20,3,2,04-09-2012 10:30:00
21,3,2,04-09-2012 11:30:00
17,3,2,04-09-2012 13:30:00
21,3,2,04-09-2012 15:00:00
20,3,2,04-09-2012 17:30:00
22,3,2,04-09-2012 18:30:00
0,4,2,04-09-2012 08:00:00
3,4,2,04-09-2012 10:30:00
0,4,2,04-09-2012 11:30:00
7,4,2,04-09-2012 12:30:00
0,4,2,04-09-2012 13:30:00
3,4,2,04-09-2012 15:00:00
0,4,2,04-09-2012 16:00:00
0,4,2,04-09-2012 17:30:00
11,4,2,04-09-2012 18:30:00
8,4,2,04-09-2012 19:30:00
0,5,2,04-09-2012 09:30:00
0,5,2,04-09-2012 12:30:00
0,6,4,04-09-2012 08:00:00
0,6,2,04-09-2012 11:00:00
12,6,2,04-09-2012 12:00:00
0,6,2,04-09-2012 13:30:00
5,6,2,04-09-2012 18:30:00
22,7,2,04-09-2012 08:00:00
8,7,2,04-09-2012 09:00:00
7,7,2,04-09-2012 10:00:00
24,7,2,04-09-2012 11:00:00
5,7,2,04-09-2012 13:00:00
24,7,2,04-09-2012 16:00:00
0,7,2,04-09-2012 17:30:00
14,7,2,04-09-2012 19:00:00
3,8,1,04-09-2012 08:00:00
3,8,1,04-09-2012 09:00:00
20,8,1,04-09-2012 09:30:00
21,8,3,04-09-2012 10:00:00
0,8,1,04-09-2012 13:00:00
21,8,1,04-09-2012 13:30:00
3,8,1,04-09-2012 14:00:00
8,8,2,04-09-2012 15:00:00
21,8,1,04-09-2012 16:00:00
3,8,1,04-09-2012 18:30:00
21,8,1,04-09-2012 19:30:00
16,8,1,04-09-2012 20:00:00
22,0,3,05-09-2012 08:00:00
12,0,3,05-09-2012 09:30:00
0,0,3,05-09-2012 11:00:00
2,0,3,05-09-2012 14:00:00
6,0,3,05-09-2012 15:30:00
17,0,3,05-09-2012 18:00:00
1,1,3,05-09-2012 08:00:00
10,1,3,05-09-2012 09:30:00
24,1,3,05-09-2012 12:00:00
8,1,3,05-09-2012 15:30:00
12,1,3,05-09-2012 18:00:00
7,2,3,05-09-2012 08:30:00
13,2,3,05-09-2012 11:30:00
1,2,3,05-09-2012 13:00:00
24,2,3,05-09-2012 16:30:00
1,2,3,05-09-2012 18:00:00
16,3,2,05-09-2012 08:30:00
15,3,2,05-09-2012 09:30:00
2,3,2,05-09-2012 12:00:00
10,3,2,05-09-2012 15:30:00
10,3,2,05-09-2012 19:30:00
24,4,2,05-09-2012 08:00:00
0,4,4,05-09-2012 09:00:00
0,4,2,05-09-2012 11:30:00
16,4,2,05-09-2012 12:30:00
0,4,6,05-09-2012 13:30:00
11,4,2,05-09-2012 17:00:00
0,4,2,05-09-2012 18:00:00
9,4,2,05-09-2012 19:00:00
0,5,2,05-09-2012 09:00:00
0,5,2,05-09-2012 11:00:00
0,5,2,05-09-2012 12:30:00
0,6,4,05-09-2012 08:30:00
0,6,2,05-09-2012 11:00:00
11,6,2,05-09-2012 13:00:00
0,6,2,05-09-2012 14:00:00
0,6,6,05-09-2012 15:30:00
8,7,2,05-09-2012 08:00:00
4,7,2,05-09-2012 10:00:00
15,7,2,05-09-2012 11:00:00
7,7,2,05-09-2012 13:00:00
4,7,2,05-09-2012 15:00:00
9,7,2,05-09-2012 16:30:00
5,7,2,05-09-2012 18:30:00
20,8,1,05-09-2012 09:00:00
14,8,1,05-09-2012 10:30:00
3,8,2,05-09-2012 11:00:00
20,8,1,05-09-2012 13:00:00
2,8,1,05-09-2012 13:30:00
21,8,1,05-09-2012 14:00:00
0,8,1,05-09-2012 14:30:00
9,8,1,05-09-2012 15:00:00
2,8,1,05-09-2012 15:30:00
16,8,1,05-09-2012 16:00:00
6,8,1,05-09-2012 17:00:00
8,8,1,05-09-2012 17:30:00
2,8,1,05-09-2012 19:00:00
1,8,1,05-09-2012 20:00:00
17,0,3,06-09-2012 08:30:00
11,0,3,06-09-2012 10:30:00
22,0,3,06-09-2012 12:00:00
11,0,3,06-09-2012 16:30:00
4,0,3,06-09-2012 19:00:00
0,1,3,06-09-2012 08:30:00
8,1,3,06-09-2012 10:00:00
0,1,3,06-09-2012 11:30:00
9,1,3,06-09-2012 13:00:00
12,1,6,06-09-2012 16:30:00
9,2,3,06-09-2012 08:00:00
15,2,3,06-09-2012 09:30:00
21,2,3,06-09-2012 12:00:00
12,2,3,06-09-2012 13:30:00
17,2,3,06-09-2012 15:00:00
1,2,3,06-09-2012 17:30:00
21,2,3,06-09-2012 19:00:00
13,3,2,06-09-2012 08:30:00
15,3,2,06-09-2012 11:00:00
17,3,2,06-09-2012 13:00:00
13,3,2,06-09-2012 14:30:00
20,3,2,06-09-2012 15:30:00
15,3,2,06-09-2012 17:30:00
0,4,2,06-09-2012 08:00:00
2,4,2,06-09-2012 09:30:00
24,4,2,06-09-2012 10:30:00
13,4,2,06-09-2012 12:00:00
0,4,2,06-09-2012 13:00:00
6,4,2,06-09-2012 14:00:00
0,4,4,06-09-2012 15:00:00
7,4,2,06-09-2012 17:30:00
16,4,2,06-09-2012 18:30:00
8,4,2,06-09-2012 19:30:00
0,5,2,06-09-2012 11:00:00
0,6,4,06-09-2012 09:00:00
0,6,2,06-09-2012 11:30:00
14,6,2,06-09-2012 12:30:00
0,6,2,06-09-2012 13:30:00
0,6,2,06-09-2012 15:30:00
0,6,2,06-09-2012 17:00:00
0,6,2,06-09-2012 18:30:00
13,6,2,06-09-2012 19:30:00
0,7,2,06-09-2012 09:00:00
15,7,2,06-09-2012 12:30:00
24,7,2,06-09-2012 16:30:00
10,7,2,06-09-2012 17:30:00
0,7,2,06-09-2012 18:30:00
21,8,1,06-09-2012 09:00:00
24,8,1,06-09-2012 09:30:00
16,8,1,06-09-2012 10:00:00
7,8,1,06-09-2012 11:00:00
9,8,1,06-09-2012 11:30:00
3,8,1,06-09-2012 12:00:00
0,8,1,06-09-2012 13:30:00
20,8,1,06-09-2012 14:00:00
24,8,1,06-09-2012 15:00:00
3,8,1,06-09-2012 16:30:00
22,8,1,06-09-2012 17:00:00
16,8,1,06-09-2012 18:00:00
2,8,1,06-09-2012 19:00:00
3,8,2,06-09-2012 19:30:00
0,0,3,07-09-2012 08:00:00
14,0,6,07-09-2012 09:30:00
0,0,3,07-09-2012 12:30:00
11,0,3,07-09-2012 14:00:00
17,0,3,07-09-2012 16:00:00
14,0,3,07-09-2012 18:00:00
9,1,3,07-09-2012 08:00:00
12,1,3,07-09-2012 11:00:00
11,1,3,07-09-2012 12:30:00
24,1,3,07-09-2012 14:30:00
12,1,3,07-09-2012 16:30:00
9,1,3,07-09-2012 18:00:00
1,2,3,07-09-2012 08:00:00
5,2,3,07-09-2012 09:30:00
1,2,3,07-09-2012 11:00:00
0,2,3,07-09-2012 12:30:00
1,2,6,07-09-2012 14:00:00
0,2,3,07-09-2012 17:00:00
1,2,3,07-09-2012 19:00:00
16,3,2,07-09-2012 08:30:00
15,3,2,07-09-2012 11:00:00
20,3,2,07-09-2012 14:30:00
7,3,2,07-09-2012 17:00:00
10,3,2,07-09-2012 19:00:00
3,4,4,07-09-2012 08:30:00
6,4,2,07-09-2012 11:00:00
20,4,2,07-09-2012 12:00:00
5,4,2,07-09-2012 13:00:00
16,4,2,07-09-2012 14:30:00
0,4,2,07-09-2012 16:00:00
10,4,2,07-09-2012 18:00:00
13,4,2,07-09-2012 19:00:00
24,5,2,07-09-2012 11:30:00
3,5,2,07-09-2012 14:30:00
0,6,8,07-09-2012 09:30:00
0,6,2,07-09-2012 14:00:00
6,6,2,07-09-2012 16:30:00
8,7,2,07-09-2012 09:00:00
9,7,2,07-09-2012 11:30:00
4,7,2,07-09-2012 13:30:00
15,7,2,07-09-2012 15:00:00
5,7,2,07-09-2012 17:00:00
5,7,2,07-09-2012 19:00:00
24,8,1,07-09-2012 08:30:00
3,8,1,07-09-2012 10:30:00
21,8,1,07-09-2012 11:00:00
3,8,1,07-09-2012 11:30:00
17,8,1,07-09-2012 12:00:00
3,8,1,07-09-2012 13:00:00
20,8,1,07-09-2012 13:30:00
16,8,1,07-09-2012 14:00:00
21,8,2,07-09-2012 14:30:00
4,8,1,07-09-2012 15:30:00
21,8,1,07-09-2012 16:30:00
2,8,1,07-09-2012 18:00:00
7,8,1,07-09-2012 18:30:00
16,8,1,07-09-2012 20:00:00
5,0,3,08-09-2012 08:00:00
0,0,3,08-09-2012 09:30:00
7,0,3,08-09-2012 11:00:00
0,0,3,08-09-2012 12:30:00
11,0,3,08-09-2012 15:00:00
17,0,3,08-09-2012 16:30:00
16,0,3,08-09-2012 18:30:00
10,1,3,08-09-2012 08:00:00
24,1,3,08-09-2012 09:30:00
9,1,3,08-09-2012 11:30:00
0,1,3,08-09-2012 13:00:00
9,1,6,08-09-2012 15:00:00
8,2,3,08-09-2012 08:30:00
21,2,3,08-09-2012 10:00:00
26,2,3,08-09-2012 13:00:00
1,2,3,08-09-2012 15:00:00
21,2,3,08-09-2012 16:30:00
1,2,3,08-09-2012 18:30:00
6,3,2,08-09-2012 08:00:00
2,3,2,08-09-2012 09:00:00
15,3,2,08-09-2012 10:00:00
11,3,2,08-09-2012 12:00:00
20,3,2,08-09-2012 13:00:00
20,3,2,08-09-2012 16:00:00
1,3,2,08-09-2012 17:30:00
9,3,2,08-09-2012 18:30:00
15,3,2,08-09-2012 19:30:00
20,4,2,08-09-2012 08:00:00
0,4,8,08-09-2012 09:30:00
3,4,2,08-09-2012 13:30:00
0,4,4,08-09-2012 14:30:00
13,4,2,08-09-2012 16:30:00
13,4,2,08-09-2012 18:00:00
0,4,2,08-09-2012 19:00:00
24,5,2,08-09-2012 15:30:00
0,6,2,08-09-2012 09:00:00
6,6,2,08-09-2012 13:30:00
0,6,2,08-09-2012 16:00:00
4,6,2,08-09-2012 17:00:00
0,6,4,08-09-2012 18:00:00
6,7,2,08-09-2012 09:30:00
4,7,2,08-09-2012 11:30:00
13,7,2,08-09-2012 12:30:00
0,7,2,08-09-2012 13:30:00
15,7,2,08-09-2012 14:30:00
8,7,2,08-09-2012 15:30:00
1,7,2,08-09-2012 16:30:00
15,7,2,08-09-2012 18:00:00
21,8,1,08-09-2012 08:00:00
3,8,1,08-09-2012 08:30:00
22,8,1,08-09-2012 09:00:00
0,8,1,08-09-2012 09:30:00
16,8,1,08-09-2012 10:00:00
3,8,2,08-09-2012 10:30:00
0,8,1,08-09-2012 11:30:00
6,8,1,08-09-2012 13:00:00
22,8,1,08-09-2012 15:30:00
16,8,1,08-09-2012 16:30:00
7,8,1,08-09-2012 17:00:00
3,8,1,08-09-2012 17:30:00
8,8,1,08-09-2012 19:30:00
5,0,3,09-09-2012 08:00:00
16,0,3,09-09-2012 09:30:00
26,0,3,09-09-2012 12:00:00
7,0,3,09-09-2012 15:00:00
0,0,3,09-09-2012 17:00:00
24,0,3,09-09-2012 18:30:00
8,1,3,09-09-2012 08:00:00
0,1,3,09-09-2012 10:00:00
16,1,3,09-09-2012 13:00:00
10,1,3,09-09-2012 14:30:00
15,1,3,09-09-2012 16:00:00
0,1,6,09-09-2012 17:30:00
21,2,3,09-09-2012 08:30:00
1,2,3,09-09-2012 11:00:00
1,2,6,09-09-2012 13:00:00
5,2,3,09-09-2012 16:30:00
14,2,3,09-09-2012 18:30:00
22,3,2,09-09-2012 09:00:00
10,3,2,09-09-2012 10:00:00
20,3,2,09-09-2012 13:00:00
0,3,2,09-09-2012 15:30:00
21,3,2,09-09-2012 16:30:00
0,3,2,09-09-2012 18:00:00
6,3,2,09-09-2012 19:00:00
13,4,2,09-09-2012 08:00:00
7,4,2,09-09-2012 09:00:00
20,4,2,09-09-2012 10:00:00
0,4,4,09-09-2012 11:00:00
3,4,2,09-09-2012 13:30:00
11,4,2,09-09-2012 14:30:00
20,4,2,09-09-2012 15:30:00
0,4,2,09-09-2012 17:00:00
11,4,2,09-09-2012 18:00:00
13,4,2,09-09-2012 19:00:00
0,5,2,09-09-2012 14:00:00
0,6,2,09-09-2012 08:30:00
0,6,6,09-09-2012 11:00:00
12,6,2,09-09-2012 14:00:00
14,6,2,09-09-2012 15:30:00
0,6,4,09-09-2012 16:30:00
26,6,2,09-09-2012 18:30:00
21,6,2,09-09-2012 19:30:00
22,7,2,09-09-2012 08:00:00
22,7,2,09-09-2012 10:30:00
21,7,2,09-09-2012 14:00:00
4,7,2,09-09-2012 17:00:00
7,7,2,09-09-2012 18:00:00
4,7,2,09-09-2012 19:30:00
16,8,1,09-09-2012 08:00:00
0,8,1,09-09-2012 08:30:00
16,8,1,09-09-2012 09:00:00
3,8,1,09-09-2012 09:30:00
2,8,1,09-09-2012 10:00:00
21,8,1,09-09-2012 10:30:00
5,8,1,09-09-2012 11:00:00
15,8,1,09-09-2012 11:30:00
3,8,2,09-09-2012 12:00:00
0,8,1,09-09-2012 13:00:00
0,8,1,09-09-2012 14:30:00
16,8,1,09-09-2012 16:30:00
9,8,1,09-09-2012 17:00:00
17,8,1,09-09-2012 17:30:00
6,8,1,09-09-2012 18:00:00
3,8,1,09-09-2012 18:30:00
16,8,1,09-09-2012 19:00:00
3,8,1,09-09-2012 19:30:00
16,8,1,09-09-2012 20:00:00
22,0,3,10-09-2012 10:30:00
14,0,3,10-09-2012 12:00:00
0,0,3,10-09-2012 13:30:00
14,0,3,10-09-2012 15:30:00
10,0,3,10-09-2012 18:30:00
24,1,3,10-09-2012 08:00:00
0,1,3,10-09-2012 09:30:00
0,1,3,10-09-2012 13:00:00
15,1,3,10-09-2012 14:30:00
0,1,3,10-09-2012 16:00:00
12,1,3,10-09-2012 17:30:00
0,1,3,10-09-2012 19:00:00
1,2,6,10-09-2012 09:00:00
21,2,3,10-09-2012 12:00:00
21,2,3,10-09-2012 14:00:00
0,2,3,10-09-2012 15:30:00
6,2,3,10-09-2012 19:00:00
6,3,2,10-09-2012 08:30:00
15,3,2,10-09-2012 09:30:00
15,3,2,10-09-2012 11:00:00
15,3,2,10-09-2012 13:00:00
16,3,2,10-09-2012 15:00:00
2,3,2,10-09-2012 16:30:00
16,3,2,10-09-2012 17:30:00
17,3,2,10-09-2012 18:30:00
15,3,2,10-09-2012 19:30:00
4,4,2,10-09-2012 08:00:00
13,4,4,10-09-2012 09:00:00
20,4,2,10-09-2012 11:30:00
11,4,2,10-09-2012 12:30:00
1,4,2,10-09-2012 13:30:00
10,4,2,10-09-2012 14:30:00
12,4,2,10-09-2012 15:30:00
17,4,2,10-09-2012 17:00:00
14,4,2,10-09-2012 18:00:00
0,4,2,10-09-2012 19:00:00
0,5,2,10-09-2012 10:00:00
0,5,2,10-09-2012 11:30:00
0,6,2,10-09-2012 08:30:00
11,6,2,10-09-2012 09:30:00
8,6,2,10-09-2012 11:00:00
12,6,2,10-09-2012 12:30:00
0,6,6,10-09-2012 14:00:00
0,6,2,10-09-2012 17:30:00
12,6,2,10-09-2012 19:00:00
22,7,2,10-09-2012 09:30:00
4,7,2,10-09-2012 11:30:00
24,7,2,10-09-2012 15:00:00
10,7,2,10-09-2012 16:00:00
15,7,2,10-09-2012 17:30:00
4,7,2,10-09-2012 18:30:00
7,7,2,10-09-2012 19:30:00
15,8,1,10-09-2012 08:30:00
26,8,1,10-09-2012 10:30:00
5,8,1,10-09-2012 12:00:00
16,8,1,10-09-2012 12:30:00
2,8,1,10-09-2012 13:00:00
16,8,1,10-09-2012 13:30:00
3,8,1,10-09-2012 15:00:00
21,8,1,10-09-2012 15:30:00
24,8,1,10-09-2012 16:00:00
16,8,1,10-09-2012 16:30:00
21,8,1,10-09-2012 17:30:00
3,8,1,10-09-2012 19:30:00
21,8,1,10-09-2012 20:00:00
5,0,3,11-09-2012 09:00:00
6,0,3,11-09-2012 10:30:00
7,0,3,11-09-2012 12:00:00
17,0,3,11-09-2012 14:30:00
11,0,3,11-09-2012 16:00:00
26,0,3,11-09-2012 19:00:00
9,1,3,11-09-2012 08:00:00
11,1,3,11-09-2012 09:30:00
8,1,3,11-09-2012 11:00:00
12,1,3,11-09-2012 12:30:00
11,1,3,11-09-2012 14:30:00
9,1,3,11-09-2012 16:00:00
11,1,6,11-09-2012 17:30:00
2,2,3,11-09-2012 11:00:00
1,2,3,11-09-2012 12:30:00
8,2,3,11-09-2012 14:00:00
21,2,6,11-09-2012 17:00:00
22,3,2,11-09-2012 08:00:00
16,3,2,11-09-2012 09:30:00
21,3,2,11-09-2012 11:00:00
6,3,2,11-09-2012 12:00:00
15,3,2,11-09-2012 13:30:00
2,3,2,11-09-2012 18:00:00
6,3,2,11-09-2012 19:30:00
3,4,2,11-09-2012 08:00:00
6,4,2,11-09-2012 09:00:00
0,4,4,11-09-2012 10:00:00
13,4,2,11-09-2012 12:30:00
16,4,2,11-09-2012 13:30:00
3,4,2,11-09-2012 14:30:00
0,4,2,11-09-2012 15:30:00
8,4,2,11-09-2012 16:30:00
0,4,2,11-09-2012 18:00:00
14,4,2,11-09-2012 19:00:00
0,5,2,11-09-2012 11:30:00
0,5,2,11-09-2012 18:00:00
12,6,2,11-09-2012 08:00:00
0,6,2,11-09-2012 09:00:00
12,6,4,11-09-2012 10:30:00
0,6,4,11-09-2012 12:30:00
16,6,2,11-09-2012 14:30:00
0,6,4,11-09-2012 15:30:00
12,6,2,11-09-2012 17:30:00
0,6,2,11-09-2012 18:30:00
12,6,2,11-09-2012 19:30:00
10,7,2,11-09-2012 08:30:00
13,7,2,11-09-2012 09:30:00
7,7,2,11-09-2012 11:00:00
6,7,2,11-09-2012 13:30:00
4,7,2,11-09-2012 14:30:00
24,7,2,11-09-2012 16:30:00
10,7,2,11-09-2012 18:00:00
15,7,2,11-09-2012 19:00:00
24,8,1,11-09-2012 08:30:00
3,8,1,11-09-2012 09:00:00
21,8,1,11-09-2012 09:30:00
0,8,1,11-09-2012 10:30:00
16,8,1,11-09-2012 11:00:00
3,8,2,11-09-2012 12:00:00
21,8,1,11-09-2012 13:00:00
21,8,2,11-09-2012 14:00:00
22,8,1,11-09-2012 15:00:00
8,8,1,11-09-2012 15:30:00
3,8,2,11-09-2012 17:00:00
3,8,2,11-09-2012 18:30:00
22,0,3,12-09-2012 08:30:00
0,0,3,12-09-2012 10:00:00
4,0,3,12-09-2012 11:30:00
26,0,3,12-09-2012 13:00:00
5,0,3,12-09-2012 15:00:00
0,0,3,12-09-2012 16:30:00
16,0,3,12-09-2012 18:00:00
11,1,3,12-09-2012 08:30:00
0,1,3,12-09-2012 10:00:00
14,1,3,12-09-2012 12:00:00
11,1,3,12-09-2012 13:30:00
0,1,6,12-09-2012 15:00:00
10,1,3,12-09-2012 18:30:00
24,2,3,12-09-2012 08:00:00
12,2,3,12-09-2012 09:30:00
9,2,3,12-09-2012 11:00:00
13,2,3,12-09-2012 14:30:00
9,2,3,12-09-2012 16:00:00
2,2,6,12-09-2012 17:30:00
15,3,2,12-09-2012 09:00:00
20,3,2,12-09-2012 12:30:00
10,3,2,12-09-2012 13:30:00
3,3,2,12-09-2012 14:30:00
16,3,2,12-09-2012 15:30:00
0,3,2,12-09-2012 19:00:00
16,4,2,12-09-2012 08:00:00
0,4,2,12-09-2012 09:00:00
0,4,2,12-09-2012 10:30:00
13,4,2,12-09-2012 11:30:00
0,4,4,12-09-2012 12:30:00
16,4,2,12-09-2012 14:30:00
0,4,2,12-09-2012 15:30:00
3,4,2,12-09-2012 16:30:00
1,4,2,12-09-2012 17:30:00
7,4,2,12-09-2012 19:00:00
0,5,2,12-09-2012 16:30:00
0,6,4,12-09-2012 08:30:00
0,6,6,12-09-2012 11:00:00
24,6,2,12-09-2012 14:00:00
0,6,4,12-09-2012 15:00:00
0,6,4,12-09-2012 17:30:00
5,7,2,12-09-2012 08:30:00
4,7,2,12-09-2012 09:30:00
15,7,2,12-09-2012 10:30:00
24,7,2,12-09-2012 13:00:00
7,7,2,12-09-2012 15:30:00
22,7,2,12-09-2012 17:30:00
1,8,1,12-09-2012 10:00:00
16,8,1,12-09-2012 11:00:00
3,8,1,12-09-2012 11:30:00
16,8,1,12-09-2012 12:00:00
21,8,2,12-09-2012 12:30:00
1,8,1,12-09-2012 13:30:00
5,8,1,12-09-2012 14:00:00
2,8,1,12-09-2012 14:30:00
22,8,1,12-09-2012 15:30:00
3,8,1,12-09-2012 16:00:00
4,8,1,12-09-2012 18:00:00
21,8,2,12-09-2012 18:30:00
5,0,3,13-09-2012 09:00:00
0,0,6,13-09-2012 10:30:00
7,0,3,13-09-2012 13:30:00
10,0,3,13-09-2012 16:00:00
0,0,6,13-09-2012 17:30:00
8,1,3,13-09-2012 08:30:00
11,1,3,13-09-2012 10:30:00
0,1,6,13-09-2012 12:00:00
12,1,3,13-09-2012 15:00:00
8,1,3,13-09-2012 16:30:00
24,1,3,13-09-2012 18:30:00
11,2,3,13-09-2012 08:00:00
1,2,3,13-09-2012 09:30:00
2,2,3,13-09-2012 11:00:00
10,2,3,13-09-2012 13:00:00
15,2,3,13-09-2012 14:30:00
21,2,3,13-09-2012 16:30:00
11,2,3,13-09-2012 18:00:00
16,3,2,13-09-2012 08:00:00
3,3,2,13-09-2012 09:00:00
17,3,2,13-09-2012 10:00:00
22,3,2,13-09-2012 11:30:00
24,3,2,13-09-2012 13:00:00
3,3,2,13-09-2012 14:00:00
11,3,2,13-09-2012 16:00:00
3,3,2,13-09-2012 17:30:00
17,3,2,13-09-2012 18:30:00
4,3,2,13-09-2012 19:30:00
7,4,2,13-09-2012 08:00:00
20,4,2,13-09-2012 09:00:00
6,4,2,13-09-2012 10:30:00
5,4,2,13-09-2012 11:30:00
21,4,2,13-09-2012 12:30:00
20,4,2,13-09-2012 14:00:00
9,4,2,13-09-2012 15:30:00
20,4,2,13-09-2012 17:00:00
0,4,2,13-09-2012 18:00:00
5,4,2,13-09-2012 19:00:00
0,5,2,13-09-2012 08:30:00
0,5,2,13-09-2012 16:00:00
0,5,2,13-09-2012 19:00:00
12,6,2,13-09-2012 09:00:00
0,6,14,13-09-2012 10:30:00
0,6,2,13-09-2012 18:00:00
6,6,2,13-09-2012 19:30:00
14,7,2,13-09-2012 08:00:00
4,7,2,13-09-2012 09:30:00
17,7,2,13-09-2012 12:30:00
5,7,2,13-09-2012 13:30:00
4,7,2,13-09-2012 14:30:00
15,7,2,13-09-2012 17:00:00
0,7,2,13-09-2012 18:00:00
9,7,2,13-09-2012 19:00:00
20,8,1,13-09-2012 08:00:00
15,8,1,13-09-2012 09:00:00
21,8,1,13-09-2012 09:30:00
21,8,1,13-09-2012 10:30:00
16,8,1,13-09-2012 11:00:00
21,8,1,13-09-2012 11:30:00
0,8,1,13-09-2012 12:00:00
24,8,1,13-09-2012 12:30:00
3,8,1,13-09-2012 13:30:00
16,8,1,13-09-2012 14:30:00
21,8,1,13-09-2012 15:00:00
21,8,1,13-09-2012 16:00:00
16,8,1,13-09-2012 18:00:00
21,8,1,13-09-2012 18:30:00
0,8,1,13-09-2012 19:00:00
21,8,1,13-09-2012 19:30:00
15,8,1,13-09-2012 20:00:00
6,0,3,14-09-2012 08:00:00
17,0,3,14-09-2012 10:00:00
5,0,3,14-09-2012 12:30:00
3,0,3,14-09-2012 14:00:00
0,0,3,14-09-2012 16:00:00
26,0,3,14-09-2012 17:30:00
0,0,3,14-09-2012 19:00:00
11,1,6,14-09-2012 08:00:00
8,1,6,14-09-2012 11:00:00
0,1,3,14-09-2012 14:00:00
0,1,6,14-09-2012 17:00:00
1,2,3,14-09-2012 08:00:00
21,2,3,14-09-2012 11:00:00
1,2,3,14-09-2012 13:00:00
5,2,3,14-09-2012 16:00:00
9,2,3,14-09-2012 18:00:00
15,3,2,14-09-2012 08:30:00
16,3,2,14-09-2012 11:00:00
20,3,2,14-09-2012 12:30:00
21,3,2,14-09-2012 18:30:00
14,4,2,14-09-2012 08:00:00
0,4,2,14-09-2012 09:00:00
13,4,2,14-09-2012 11:00:00
